Nom de la demande : Donnnée_Horraires;;;;;;;;;;;;;;;;;;
Pas de temps : Horaire;;;;;;;;;;;;;;;;;;
Date de début : 01/11/2011;;;;;;;;;;;;;;;;;;
Date de fin : 30/09/2012;;;;;;;;;;;;;;;;;;
Station(s) : 78615002;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
PAR_H : RAYONNEMENT PAR (JOULES/CM2);;;;;;;;;;;;;;;;;;
P : PRESSION ATMOSPHERIQUE HORAIRE (HECTO-PASCAL);;;;;;;;;;;;;;;;;;
VT : DISTANCE PARCOURUE (KILOMETRES);;;;;;;;;;;;;;;;;;
DI : DUREE D'INSOLATION HORAIRE (HEURES ET DIXIEMES);;;;;;;;;;;;;;;;;;
H : DUREE HUMECTATION HORAIRE (HEURES ET DIXIEMES);;;;;;;;;;;;;;;;;;
HO : HAUTEUR D'EAU (MILLIMETRES);;;;;;;;;;;;;;;;;;
RR : HAUTEUR DES PRECIPITATIONS (MILLIMETRES);;;;;;;;;;;;;;;;;;
U : HUMIDITE INSTANTANEE  HORAIRE (POURCENTAGE);;;;;;;;;;;;;;;;;;
I5 : INDICE ACTINOTHERMIQUE A 50 CM (DEGRES CELSIUS);;;;;;;;;;;;;;;;;;
RG : RAYONNEMENT GLOBAL HORAIRE (JOULES/CM2);;;;;;;;;;;;;;;;;;
T : TEMPERATURE  INSTANTANEE HORAIRE (DEGRES CELSIUS);;;;;;;;;;;;;;;;;;
U8 : TEMPS PENDANT LEQUEL :  80%<HUMIDITE< 90% SUR L'HEURE (HEURES ET DIXIEMES);;;;;;;;;;;;;;;;;;
U9 : TEMPS PENDANT LEQUEL : HUMIDITE >90% SUR L'HEURE (HEURES ET DIXIEMES);;;;;;;;;;;;;;;;;;
VX : VITESSE MAXIMALE DU VENT HORAIRE (METRES PAR SECONDE);;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
NUM_POSTE;AN;MOIS;JOUR;HEURE;PAR_H;P;VT;DI;H;HO;RR;U;I5;RG;T;U8;U9;VX
78615002;2011;11;1;1;0;;10;;0;;0;82;12.1;0;12.4;1;0;6
78615002;2011;11;1;2;0;;12;;0;;0;81;12.2;0;12.6;1;0;7
78615002;2011;11;1;3;0;;11;;0;;0;85;11.3;0;11.8;1;0;6
78615002;2011;11;1;4;0;;6;;0;;0;90;9.4;0;10.6;1;0;4
78615002;2011;11;1;5;0;;4;;0;;0;91;9.6;0;10.5;0.5;0.5;3
78615002;2011;11;1;6;0;;8;;0;;0;93;9.6;0;10.1;0;1;4
78615002;2011;11;1;7;0;;8;;0;;0;93;10.2;2;10.4;0;1;4
78615002;2011;11;1;8;10;;8;;0;;0;91;11.2;20;10.9;0;1;4
78615002;2011;11;1;9;30;;6;;0;;0;87;12.9;60;12.3;0.8;0.2;4
78615002;2011;11;1;10;14;;8;;0;;0;89;12.2;30;11.9;1;0;4
78615002;2011;11;1;11;8;;7;;0.7;;3.5;95;11.3;12;11.6;0.4;0.6;6
78615002;2011;11;1;12;10;;8;;1;;2.5;96;11.7;18;11.9;0;1;4
78615002;2011;11;1;13;12;;6;;1;;0.5;95;12.3;24;12.4;0;1;3
78615002;2011;11;1;14;20;;5;;1;;0.5;94;12.8;38;12.7;0;1;2
78615002;2011;11;1;15;14;;8;;1;;0;93;13.4;32;13.1;0;1;4
78615002;2011;11;1;16;14;;7;;1;;0;93;12.2;30;12.6;0.1;0.9;4
78615002;2011;11;1;17;2;;2;;1;;0;95;10.2;2;11.8;0;1;2
78615002;2011;11;1;18;0;;3;;1;;0;97;9.5;0;10.8;0;1;2
78615002;2011;11;1;19;0;;3;;1;;0;97;9.5;0;10.7;0;1;2
78615002;2011;11;1;20;0;;2;;1;;0;98;8.2;0;9.9;0;1;2
78615002;2011;11;1;21;0;;1;;1;;0;98;7.9;0;9.4;0;1;1
78615002;2011;11;1;22;0;;3;;1;;0;98;7.6;0;8.7;0;1;2
78615002;2011;11;1;23;0;;2;;1;;0;98;7.1;0;8.7;0;1;1
78615002;2011;11;1;24;0;;4;;1;;0;97;5.7;0;6.9;0;1;2
78615002;2011;11;2;1;0;;4;;1;;0;98;5.2;0;6.6;0;1;2
78615002;2011;11;2;2;0;;5;;1;;0;98;5.2;0;6.1;0;1;2
78615002;2011;11;2;3;0;;6;;1;;0;98;6.2;0;6.4;0;1;3
78615002;2011;11;2;4;0;;9;;1;;0;98;6.6;0;6.7;0;1;4
78615002;2011;11;2;5;0;;9;;1;;0.5;99;7.7;0;7.9;0;1;4
78615002;2011;11;2;6;0;;11;;1;;0;99;8.6;0;8.7;0;1;5
78615002;2011;11;2;7;0;;12;;1;;0;99;8.9;2;9;0;1;6
78615002;2011;11;2;8;4;;15;;1;;0;99;9.6;8;9.6;0;1;6
78615002;2011;11;2;9;14;;14;;1;;0;100;10.9;26;10.3;0;1;7
78615002;2011;11;2;10;18;;15;;1;;0;99;11.9;36;11.2;0;1;7
78615002;2011;11;2;11;30;;16;;1;;0;94;13.1;64;12.3;0;1;7
78615002;2011;11;2;12;62;;17;;1;;0;85;17.1;132;14.3;0.5;0.5;8
78615002;2011;11;2;13;56;;17;;1;;0;81;17.2;118;15.2;1;0;8
78615002;2011;11;2;14;58;;19;;0.3;;0;74;17.8;126;16.4;0.2;0;8
78615002;2011;11;2;15;22;;14;;0;;0;78;15.8;50;15.8;0;0;8
78615002;2011;11;2;16;12;;13;;0;;0;79;15.7;24;16;0;0;6
78615002;2011;11;2;17;0;;12;;0;;0;82;15.3;2;15.6;0.6;0;6
78615002;2011;11;2;18;0;;14;;0;;0;82;15.4;0;15.9;1;0;6
78615002;2011;11;2;19;0;;13;;0;;0;82;15.5;0;15.9;1;0;6
78615002;2011;11;2;20;0;;13;;0;;0;80;16.1;0;16.3;1;0;6
78615002;2011;11;2;21;0;;15;;0;;0;78;16.4;0;16.7;0;0;7
78615002;2011;11;2;22;0;;16;;0;;0;75;16.8;0;17.1;0;0;7
78615002;2011;11;2;23;0;;13;;0;;0;78;15.8;0;16.4;0;0;6
78615002;2011;11;2;24;0;;15;;0.3;;0;78;15.7;0;16.1;0;0;8
78615002;2011;11;3;1;0;;15;;0;;0;78;15.4;0;15.8;0;0;8
78615002;2011;11;3;2;0;;13;;0;;0;79;15.3;0;15.6;0.1;0;6
78615002;2011;11;3;3;0;;15;;0;;0;78;15.4;0;15.7;0;0;6
78615002;2011;11;3;4;0;;14;;0.2;;0;78;15.4;0;15.7;0;0;6
78615002;2011;11;3;5;0;;15;;0.2;;0;77;15.4;0;15.8;0;0;7
78615002;2011;11;3;6;0;;16;;0.1;;0;75;15.3;0;16.1;0;0;8
78615002;2011;11;3;7;0;;14;;0.2;;0;75;15.5;0;16.2;0;0;8
78615002;2011;11;3;8;2;;13;;1;;0;82;14.9;4;15.4;0.5;0;6
78615002;2011;11;3;9;8;;16;;1;;0.5;85;14.3;12;15.4;1;0;8
78615002;2011;11;3;10;12;;15;;1;;0.5;86;15.2;22;15.6;1;0;7
78615002;2011;11;3;11;14;;16;;0.4;;0;82;16;26;16.1;1;0;8
78615002;2011;11;3;12;14;;17;;0.5;;0;85;14.7;26;15.7;1;0;8
78615002;2011;11;3;13;14;;14;;1;;0.5;88;15.2;28;15.7;1;0;7
78615002;2011;11;3;14;20;;13;;1;;0.5;85;15;38;16;1;0;7
78615002;2011;11;3;15;12;;12;;1;;0.5;84;15.4;26;15.9;1;0;6
78615002;2011;11;3;16;6;;2;;1;;0;90;14.5;10;15.4;1;0;2
78615002;2011;11;3;17;0;;8;;1;;0.5;89;14.1;0;15.2;0.5;0.5;8
78615002;2011;11;3;18;0;;15;;1;;2;92;14;0;14.8;0.1;0.9;8
78615002;2011;11;3;19;0;;16;;1;;2.5;92;13.4;0;14.2;0.3;0.6;9
78615002;2011;11;3;20;0;;12;;1;;1.5;93;13;0;13.7;0;1;7
78615002;2011;11;3;21;0;;10;;1;;3;95;13;0;13.5;0;1;6
78615002;2011;11;3;22;0;;11;;1;;1.5;95;12.7;0;13.2;0;1;5
78615002;2011;11;3;23;0;;14;;1;;0;92;12.5;0;13;0;1;6
78615002;2011;11;3;24;0;;16;;1;;0;91;12.3;0;13;0;1;8
78615002;2011;11;4;1;0;;21;;1;;0;88;13;0;13.4;0.5;0.6;10
78615002;2011;11;4;2;0;;22;;0.5;;0;87;13;0;13.3;1;0;11
78615002;2011;11;4;3;0;;18;;0;;0;88;12.7;0;13;1;0;9
78615002;2011;11;4;4;0;;19;;0;;0;88;12;0;12.4;1;0;9
78615002;2011;11;4;5;0;;20;;0;;0;88;11.8;0;12.1;1;0;10
78615002;2011;11;4;6;0;;18;;0;;0;86;11.2;0;11.7;1;0;8
78615002;2011;11;4;7;0;;15;;0;;0;87;11;2;11.3;1;0;8
78615002;2011;11;4;8;14;;17;;0;;0;83;12.7;28;12.1;1;0;8
78615002;2011;11;4;9;34;;19;;0;;0;77;14.4;72;13.2;0.5;0;8
78615002;2011;11;4;10;56;;16;;0;;0;74;16.5;120;14.6;0;0;8
78615002;2011;11;4;11;64;;17;;0;;0;70;17.5;134;15.7;0;0;8
78615002;2011;11;4;12;58;;16;;0;;0;66;18.7;124;16.5;0;0;8
78615002;2011;11;4;13;44;;11;;0;;0;64;19.5;94;17;0;0;6
78615002;2011;11;4;14;42;;10;;0;;0;65;17.2;90;16.8;0;0;6
78615002;2011;11;4;15;26;;11;;0;;0;68;16.6;54;16.2;0;0;6
78615002;2011;11;4;16;12;;8;;0;;0;74;14.4;28;14.8;0;0;5
78615002;2011;11;4;17;0;;4;;0;;0;78;11.4;2;13.9;0.3;0;2
78615002;2011;11;4;18;0;;4;;0;;0;86;10.4;0;11.8;0.2;0;2
78615002;2011;11;4;19;0;;4;;0;;0;88;10.6;0;11.5;1;0;2
78615002;2011;11;4;20;0;;5;;0;;0;91;11.1;0;11.6;0.6;0.3;2
78615002;2011;11;4;21;0;;4;;0;;0;93;11.2;0;11.7;0;1;2
78615002;2011;11;4;22;0;;3;;0;;0;95;11.5;0;11.8;0;1;2
78615002;2011;11;4;23;0;;4;;0.1;;0;95;11.9;0;12.2;0;1;3
78615002;2011;11;4;24;0;;9;;1;;0;95;12.1;0;12.4;0;1;4
78615002;2011;11;5;1;0;;8;;1;;0.5;95;11.9;0;12.3;0;1;4
78615002;2011;11;5;2;0;;8;;1;;3;97;11.8;0;12;0;1;4
78615002;2011;11;5;3;0;;9;;1;;4.5;98;11.9;0;12.1;0;1;4
78615002;2011;11;5;4;0;;6;;1;;2.5;98;12.1;0;12.3;0;1;3
78615002;2011;11;5;5;0;;6;;1;;2;98;12.2;0;12.4;0;1;3
78615002;2011;11;5;6;0;;6;;1;;1;99;12.3;0;12.5;0;1;3
78615002;2011;11;5;7;0;;4;;1;;0;98;12.4;0;12.6;0;1;3
78615002;2011;11;5;8;4;;2;;1;;0;99;12.9;6;12.8;0;1;1
78615002;2011;11;5;9;12;;4;;1;;0;98;13.6;22;13.1;0;1;3
78615002;2011;11;5;10;16;;5;;1;;0;97;13.3;32;12.9;0;1;3
78615002;2011;11;5;11;16;;4;;1;;0;95;13.9;28;13.3;0;1;2
78615002;2011;11;5;12;28;;5;;1;;0;91;15.5;54;14.1;0.3;0.7;3
78615002;2011;11;5;13;52;;5;;1;;0;88;15.5;102;14.4;1;0.1;3
78615002;2011;11;5;14;26;;7;;1;;0;89;15.1;52;14.4;1;0;4
78615002;2011;11;5;15;16;;8;;0.8;;0;92;14.1;30;13.9;0.5;0.4;4
78615002;2011;11;5;16;6;;7;;0;;0;91;13.6;12;13.7;0;1;4
78615002;2011;11;5;17;0;;4;;0;;0;92;13.2;2;13.5;0;1;3
78615002;2011;11;5;18;0;;6;;0;;0;94;12.7;0;13;0;1;3
78615002;2011;11;5;19;0;;4;;0;;0;94;13;0;13.2;0;1;2
78615002;2011;11;5;20;0;;4;;0;;0;95;12.9;0;13.1;0;1;3
78615002;2011;11;5;21;0;;6;;0;;0;96;12.7;0;13;0;1;3
78615002;2011;11;5;22;0;;7;;0;;0;94;13;0;13.2;0;1;4
78615002;2011;11;5;23;0;;7;;0.5;;0;95;12.7;0;13;0;1;4
78615002;2011;11;5;24;0;;7;;0.5;;0;96;12.4;0;12.7;0;1;3
78615002;2011;11;6;1;0;;6;;0;;0;97;12.2;0;12.4;0;1;4
78615002;2011;11;6;2;0;;11;;0;;0;97;12.9;0;13;0;1;6
78615002;2011;11;6;3;0;;13;;0;;0;96;13.2;0;13.4;0;1;6
78615002;2011;11;6;4;0;;14;;0;;0;94;13.2;0;13.3;0;1;8
78615002;2011;11;6;5;0;;19;;0;;0;93;12.9;0;13;0;1;10
78615002;2011;11;6;6;0;;19;;0;;0;90;13.1;0;13.3;0;1;10
78615002;2011;11;6;7;0;;16;;0;;0;88;13.3;0;13.5;0.7;0.3;8
78615002;2011;11;6;8;2;;15;;0;;0;87;13.5;4;13.6;1;0;7
78615002;2011;11;6;9;8;;17;;0;;0;87;13.8;14;13.9;1;0;8
78615002;2011;11;6;10;8;;18;;0;;0;85;14;14;14;1;0;9
78615002;2011;11;6;11;14;;21;;0;;0;81;14;28;13.8;1;0;10
78615002;2011;11;6;12;46;;24;;0;;0;75;15.6;100;14.7;0.3;0;11
78615002;2011;11;6;13;60;;23;;0;;0;75;15.6;126;14.7;0;0;10
78615002;2011;11;6;14;28;;22;;0;;0;77;14.5;60;14.3;0;0;10
78615002;2011;11;6;15;16;;21;;0;;0;77;13.9;34;14;0;0;10
78615002;2011;11;6;16;6;;23;;0;;0;79;13.3;12;13.5;0.1;0;11
78615002;2011;11;6;17;0;;24;;0;;0;78;12.8;0;13;0;0;11
78615002;2011;11;6;18;0;;23;;0;;0;80;12.6;0;12.8;0;0;10
78615002;2011;11;6;19;0;;17;;0;;0;82;12.5;0;12.7;0.9;0;9
78615002;2011;11;6;20;0;;18;;0;;0;82;12.3;0;12.4;1;0;10
78615002;2011;11;6;21;0;;17;;0;;0;82;11.8;0;12;1;0;10
78615002;2011;11;6;22;0;;18;;0;;0;81;11.6;0;11.9;0.2;0;10
78615002;2011;11;6;23;0;;19;;0;;0;81;11.4;0;11.7;1;0;9
78615002;2011;11;6;24;0;;23;;0;;0;78;11.3;0;11.5;0;0;10
78615002;2011;11;7;1;0;;19;;0;;0;78;11.3;0;11.5;0.1;0;10
78615002;2011;11;7;2;0;;19;;0;;0;81;11.2;0;11.4;0.5;0;9
78615002;2011;11;7;3;0;;18;;0;;0;83;11;0;11.2;1;0;9
78615002;2011;11;7;4;0;;19;;0;;0;83;10.9;0;11;1;0;9
78615002;2011;11;7;5;0;;15;;0;;0;85;10.6;0;10.8;1;0;9
78615002;2011;11;7;6;0;;13;;0;;0;83;10.6;0;10.7;1;0;8
78615002;2011;11;7;7;0;;13;;0;;0;82;10.4;0;10.6;1;0;8
78615002;2011;11;7;8;2;;15;;0;;0;82;10.4;4;10.5;1;0;8
78615002;2011;11;7;9;4;;15;;0;;0;82;10.4;8;10.5;1;0;7
78615002;2011;11;7;10;6;;12;;0;;0;84;10.4;8;10.4;1;0;6
78615002;2011;11;7;11;8;;14;;0;;0;84;10.4;16;10.4;1;0;7
78615002;2011;11;7;12;8;;13;;0;;0;85;10.2;14;10.2;1;0;6
78615002;2011;11;7;13;4;;11;;0;;0;89;9.8;10;9.9;1;0;6
78615002;2011;11;7;14;6;;13;;0;;0;87;9.7;12;9.8;1;0;6
78615002;2011;11;7;15;4;;9;;0.1;;0;91;9;8;9.4;0.9;0.2;4
78615002;2011;11;7;16;2;;6;;1;;0;95;8.7;2;9.1;0;1;3
78615002;2011;11;7;17;0;;5;;1;;0;96;8.7;0;9.1;0;1;3
78615002;2011;11;7;18;0;;5;;1;;0;94;8.8;0;9;0;1;3
78615002;2011;11;7;19;0;;6;;1;;0.5;94;8.6;0;9;0;1;3
78615002;2011;11;7;20;0;;5;;1;;0;95;8.6;0;8.9;0;1;2
78615002;2011;11;7;21;0;;1;;1;;0;96;8.6;0;8.9;0;1;2
78615002;2011;11;7;22;0;;3;;1;;0;96;8.7;0;8.9;0;1;2
78615002;2011;11;7;23;0;;3;;1;;0;96;8.7;0;8.9;0;1;2
78615002;2011;11;7;24;0;;2;;1;;0;96;8.8;0;9;0;1;2
78615002;2011;11;8;1;0;;3;;1;;0;97;8.7;0;8.9;0;1;2
78615002;2011;11;8;2;0;;4;;1;;0;97;8.7;0;8.9;0;1;2
78615002;2011;11;8;3;0;;3;;1;;0;97;8.4;0;8.7;0;1;3
78615002;2011;11;8;4;0;;5;;1;;0;95;8.3;0;8.7;0;1;3
78615002;2011;11;8;5;0;;3;;1;;0;96;8.3;0;8.6;0;1;1
78615002;2011;11;8;6;0;;3;;1;;0;96;8.3;0;8.6;0;1;2
78615002;2011;11;8;7;0;;4;;1;;0;97;8.3;0;8.6;0;1;2
78615002;2011;11;8;8;2;;4;;1;;0;96;8.5;4;8.7;0;1;2
78615002;2011;11;8;9;6;;3;;1;;0;92;9.1;8;9.1;0;1;2
78615002;2011;11;8;10;10;;7;;1;;0;92;9.5;22;9.4;0;0.9;4
78615002;2011;11;8;11;16;;9;;1;;0;93;9.3;30;9.4;0.3;0.8;4
78615002;2011;11;8;12;22;;8;;1;;0;87;10.2;44;10;0.5;0.5;4
78615002;2011;11;8;13;20;;9;;1;;0;85;10.4;40;10.3;1;0;4
78615002;2011;11;8;14;10;;6;;1;;0;91;9.6;18;10;0.9;0.1;4
78615002;2011;11;8;15;6;;7;;1;;0;91;9.8;12;10.2;0;1;3
78615002;2011;11;8;16;2;;7;;1;;0.5;92;9.5;4;10.1;0;1;4
78615002;2011;11;8;17;0;;10;;1;;0;92;9.6;0;10;0;1;5
78615002;2011;11;8;18;0;;9;;1;;0;93;9.5;0;9.8;0;1;4
78615002;2011;11;8;19;0;;8;;1;;0;94;9.2;0;9.7;0;1;4
78615002;2011;11;8;20;0;;6;;1;;0;92;9.5;0;9.7;0;1;4
78615002;2011;11;8;21;0;;8;;1;;0;92;9.6;0;9.8;0;1;4
78615002;2011;11;8;22;0;;8;;1;;0;92;9.7;0;10;0;1;4
78615002;2011;11;8;23;0;;10;;1;;0;94;9.9;0;10.1;0;1;5
78615002;2011;11;8;24;0;;8;;1;;0;93;9.9;0;10.1;0;1;4
78615002;2011;11;9;1;0;;8;;1;;0;93;9.9;0;10.1;0;1;4
78615002;2011;11;9;2;0;;6;;1;;0;93;10;0;10.2;0;1;4
78615002;2011;11;9;3;0;;5;;1;;0;93;10;0;10.2;0;1;3
78615002;2011;11;9;4;0;;4;;1;;0;94;9.8;0;10.1;0;1;3
78615002;2011;11;9;5;0;;6;;1;;0;95;9.7;0;10.1;0;1;4
78615002;2011;11;9;6;0;;9;;1;;0;95;10.1;0;10.2;0;1;4
78615002;2011;11;9;7;0;;9;;1;;0;93;10.2;0;10.4;0;1;4
78615002;2011;11;9;8;2;;10;;1;;0;91;10.6;6;10.6;0;1;5
78615002;2011;11;9;9;10;;10;;0.5;;0;87;11.8;18;11.4;0.6;0.3;4
78615002;2011;11;9;10;14;;7;;0;;0;83;12.6;26;12.1;1;0;4
78615002;2011;11;9;11;28;;8;;0;;0;80;13.6;56;13;0.4;0;4
78615002;2011;11;9;12;32;;8;;0;;0;78;15.1;68;13.8;0.3;0;4
78615002;2011;11;9;13;52;;9;;0;;0;75;16.6;110;14.8;0;0;5
78615002;2011;11;9;14;26;;7;;0;;0;77;15.6;58;14.9;0;0;5
78615002;2011;11;9;15;28;;10;;0;;0;76;15.8;60;15.5;0;0;4
78615002;2011;11;9;16;10;;8;;0;;0;76;14.2;22;14.7;0;0;4
78615002;2011;11;9;17;2;;6;;0;;0;83;10.9;2;13.1;0.5;0;4
78615002;2011;11;9;18;0;;3;;0;;0;87;10.3;0;12.5;1;0;1
78615002;2011;11;9;19;0;;3;;0.6;;0;88;9.4;0;11.4;1;0;2
78615002;2011;11;9;20;0;;5;;1;;0;92;8.6;0;10.3;0.1;1;2
78615002;2011;11;9;21;0;;5;;1;;0;93;8.8;0;9.9;0;1;2
78615002;2011;11;9;22;0;;6;;1;;0;95;9.1;0;9.8;0;1;2
78615002;2011;11;9;23;0;;5;;1;;0;94;8.8;0;9.9;0;1;2
78615002;2011;11;9;24;0;;6;;1;;0;95;8.8;0;9.5;0;1;2
78615002;2011;11;10;1;0;;5;;1;;0;96;8.2;0;9.1;0;1;2
78615002;2011;11;10;2;0;;7;;1;;0;97;7.4;0;8.2;0;1;3
78615002;2011;11;10;3;0;;5;;1;;0;97;7.2;0;8;0;1;2
78615002;2011;11;10;4;0;;7;;1;;0;97;8;0;8.4;0;1;3
78615002;2011;11;10;5;0;;7;;1;;0;96;8;0;8.4;0;1;3
78615002;2011;11;10;6;0;;7;;1;;0;94;8.2;0;8.6;0;1;4
78615002;2011;11;10;7;0;;9;;1;;0;93;8.3;0;8.5;0;1;4
78615002;2011;11;10;8;4;;9;;1;;0;91;8.9;12;8.7;0;1;5
78615002;2011;11;10;9;22;;8;;1;;0;90;10.2;42;9.5;0.4;0.6;4
78615002;2011;11;10;10;20;;8;;0.5;;0;87;10.8;42;10.3;0.7;0.2;4
78615002;2011;11;10;11;26;;9;;0;;0;87;11.9;52;10.7;1;0;4
78615002;2011;11;10;12;40;;9;;0;;0;86;15.3;88;11.8;1;0;5
78615002;2011;11;10;13;50;;12;;0;;0;79;16.5;106;12.8;1;0;5
78615002;2011;11;10;14;54;;12;;0;;0;80;15.5;120;12.8;0.4;0;5
78615002;2011;11;10;15;28;;9;;0;;0;82;14.4;62;12.7;0.7;0;4
78615002;2011;11;10;16;10;;8;;0;;0;86;11.2;24;11.4;1;0;4
78615002;2011;11;10;17;0;;8;;0;;0;90;9.5;0;10.1;0.8;0.2;4
78615002;2011;11;10;18;0;;8;;0;;0;93;8.6;0;9.3;0;1;4
78615002;2011;11;10;19;0;;9;;0;;0;96;8.7;0;8.8;0;1;4
78615002;2011;11;10;20;0;;9;;0;;0;98;8.3;0;8.4;0;1;4
78615002;2011;11;10;21;0;;11;;0.2;;0;98;8;0;8.1;0;1;4
78615002;2011;11;10;22;0;;10;;1;;0;99;7.8;0;7.9;0;1;4
78615002;2011;11;10;23;0;;9;;1;;0;99;7.8;0;7.9;0;1;4
78615002;2011;11;10;24;0;;9;;1;;0;99;7.6;0;7.7;0;1;4
78615002;2011;11;11;1;0;;11;;1;;0;99;7.7;0;7.8;0;1;5
78615002;2011;11;11;2;0;;10;;1;;0;99;7.8;0;7.9;0;1;5
78615002;2011;11;11;3;0;;11;;1;;0;99;7.9;0;8;0;1;5
78615002;2011;11;11;4;0;;10;;1;;0;99;7.9;0;8;0;1;4
78615002;2011;11;11;5;0;;10;;1;;0;99;7.8;0;7.9;0;1;6
78615002;2011;11;11;6;0;;12;;1;;0;100;7.7;0;7.8;0;1;5
78615002;2011;11;11;7;0;;11;;1;;0;100;7.6;0;7.7;0;1;6
78615002;2011;11;11;8;4;;13;;1;;0;100;7.6;6;7.5;0;1;6
78615002;2011;11;11;9;6;;14;;1;;0;100;8.2;14;8;0;1;6
78615002;2011;11;11;10;14;;13;;1;;0;100;8.7;26;8.4;0;1;6
78615002;2011;11;11;11;20;;14;;1;;0;100;9.5;40;9.1;0;1;6
78615002;2011;11;11;12;18;;14;;1;;0;100;10.1;38;9.5;0;1;6
78615002;2011;11;11;13;14;;14;;1;;0;100;9.8;28;9.4;0;1;7
78615002;2011;11;11;14;10;;16;;1;;0;100;9.4;22;9.1;0;1;6
78615002;2011;11;11;15;6;;13;;1;;0;100;8.9;12;8.9;0;1;6
78615002;2011;11;11;16;2;;13;;1;;0;100;8.5;4;8.6;0;1;6
78615002;2011;11;11;17;2;;15;;1;;0;100;8.3;0;8.4;0;1;7
78615002;2011;11;11;18;0;;15;;1;;0;100;8.4;0;8.5;0;1;7
78615002;2011;11;11;19;0;;13;;1;;0;100;8.5;0;8.6;0;1;6
78615002;2011;11;11;20;0;;13;;1;;0;100;8.8;0;8.8;0;1;8
78615002;2011;11;11;21;0;;11;;1;;0;100;8.9;0;9;0;1;6
78615002;2011;11;11;22;0;;9;;1;;0;100;8.9;0;9.1;0;1;5
78615002;2011;11;11;23;0;;10;;1;;0;99;8.8;0;8.9;0;1;6
78615002;2011;11;11;24;0;;8;;1;;0;98;8.4;0;8.5;0;1;4
78615002;2011;11;12;1;0;;8;;1;;0;98;8.1;0;8.2;0;1;4
78615002;2011;11;12;2;0;;8;;1;;0;99;8;0;8.1;0;1;4
78615002;2011;11;12;3;0;;8;;1;;0;99;7.5;0;7.7;0;1;4
78615002;2011;11;12;4;0;;7;;1;;0;99;7.4;0;7.5;0;1;3
78615002;2011;11;12;5;0;;7;;1;;0;100;7.2;0;7.5;0;1;3
78615002;2011;11;12;6;0;;9;;1;;0;100;7.3;0;7.5;0;1;4
78615002;2011;11;12;7;0;;8;;1;;0;100;6.9;0;7.3;0;1;4
78615002;2011;11;12;8;6;;6;;1;;0;100;8.3;16;8;0;1;3
78615002;2011;11;12;9;24;;7;;0.9;;0;98;10.7;50;9.7;0;1;3
78615002;2011;11;12;10;28;;7;;0;;0;90;12;52;11;0;1;4
78615002;2011;11;12;11;34;;6;;0;;0;89;13.9;68;12.2;0.9;0.1;4
78615002;2011;11;12;12;46;;6;;0;;0;83;16.4;96;13.9;1;0;3
78615002;2011;11;12;13;52;;5;;0;;0;77;19.1;110;15.8;0.3;0;2
78615002;2011;11;12;14;38;;7;;0;;0;74;19.1;86;16.5;0;0;4
78615002;2011;11;12;15;28;;7;;0;;0;76;17.5;58;16;0;0;2
78615002;2011;11;12;16;8;;7;;0;;0;82;13.4;20;14.1;0.3;0;3
78615002;2011;11;12;17;0;;6;;0;;0;86;11.5;2;12.6;1;0;3
78615002;2011;11;12;18;0;;7;;0;;0;89;11;0;11.9;1;0;3
78615002;2011;11;12;19;0;;7;;0;;0;91;10.7;0;11.4;0.8;0.2;3
78615002;2011;11;12;20;0;;9;;0;;0;91;11.3;0;11.9;0;1;4
78615002;2011;11;12;21;0;;7;;0;;0;95;9.5;0;10.2;0;1;4
78615002;2011;11;12;22;0;;8;;0.8;;0;94;9.4;0;10.1;0;1;3
78615002;2011;11;12;23;0;;7;;1;;0;95;8.8;0;9.4;0;1;3
78615002;2011;11;12;24;0;;8;;1;;0;96;7.9;0;8.5;0;1;3
78615002;2011;11;13;1;0;;8;;1;;0;97;7.6;0;8.1;0;1;3
78615002;2011;11;13;2;0;;7;;1;;0;96;7.5;0;8.2;0;1;3
78615002;2011;11;13;3;0;;8;;1;;0;95;7.5;0;8;0;1;3
78615002;2011;11;13;4;0;;7;;1;;0;96;6.9;0;7.5;0;1;3
78615002;2011;11;13;5;0;;10;;1;;0;95;7.6;0;8.1;0;1;4
78615002;2011;11;13;6;0;;9;;1;;0.5;96;7;0;7.5;0;1;4
78615002;2011;11;13;7;2;;7;;1;;0;96;6.4;0;6.9;0;1;3
78615002;2011;11;13;8;8;;7;;1;;0;93;9.6;18;8.2;0;1;3
78615002;2011;11;13;9;32;;10;;1;;0;87;12.2;54;9.8;0.5;0.5;5
78615002;2011;11;13;10;48;;11;;0.6;;0;80;14.5;98;11.5;1;0;5
78615002;2011;11;13;11;58;;13;;0;;0;78;16.3;130;12.9;0;0;6
78615002;2011;11;13;12;64;;13;;0;;0;72;17.3;140;13.9;0;0;5
78615002;2011;11;13;13;58;;13;;0;;0;69;17.3;132;14.5;0;0;6
78615002;2011;11;13;14;46;;13;;0;;0;70;16.5;104;14.3;0;0;6
78615002;2011;11;13;15;28;;2;;0;;0;73;14.7;66;13.4;0;0;5
78615002;2011;11;13;16;10;;11;;0;;0;81;10.8;22;11.3;0.1;0;5
78615002;2011;11;13;17;0;;9;;0;;0;88;8.9;2;9.5;1;0;4
78615002;2011;11;13;18;0;;8;;0;;0;93;7.6;0;8.2;0.6;0.4;4
