NUM_POSTE;AN;MOIS;JOUR;HEURE;PAR_H;P;VT;DI;H;HO;RR;U;I5;RG;T;U8;U9;VX
78615002;2012;3;28;18;10;;11;;0;;0;52;15.7;24;16.4;0;0;5
78615002;2012;3;28;19;0;;10;;0;;0;57;13.9;0;14.8;0;0;6
78615002;2012;3;28;20;0;;9;;0;;0;67;11.6;0;12.9;0;0;4
78615002;2012;3;28;21;0;;7;;0;;0;68;10.6;0;12;0;0;3
78615002;2012;3;28;22;0;;4;;0;;0;69;10;0;11.5;0;0;2
78615002;2012;3;28;23;0;;4;;0;;0;70;9.2;0;11.2;0;0;2
78615002;2012;3;28;24;0;;4;;0;;0;77;8;0;10.1;0;0;2
78615002;2012;3;29;1;0;;5;;0;;0;81;8.1;0;9.6;0.3;0;2
78615002;2012;3;29;2;0;;3;;0;;0;81;7.2;0;9.1;0.3;0;2
78615002;2012;3;29;3;0;;3;;0;;0;85;7.6;0;8.4;1;0;4
78615002;2012;3;29;4;0;;8;;0;;0;78;6.7;0;8.5;0.1;0;6
78615002;2012;3;29;5;0;;4;;0;;0;80;5.8;0;7.8;0.1;0;4
78615002;2012;3;29;6;2;;2;;0;;0;81;5.8;2;7.2;0.5;0;2
78615002;2012;3;29;7;16;;2;;0;;0;83;10.9;36;8;0.6;0;2
78615002;2012;3;29;8;42;;3;;0;;0;62;15.7;94;11.5;0.2;0;2
78615002;2012;3;29;9;72;;4;;0;;0;52;16.8;156;13.5;0;0;3
78615002;2012;3;29;10;92;;6;;0;;0;46;19.5;208;15.6;0;0;4
78615002;2012;3;29;11;110;;6;;0;;0;44;22.5;244;17.4;0;0;3
78615002;2012;3;29;12;114;;11;;0;;0;37;21.6;252;18.4;0;0;6
78615002;2012;3;29;13;116;;14;;0;;0;29;22.2;260;19.5;0;0;7
78615002;2012;3;29;14;104;;14;;0;;0;35;21.9;236;19.6;0;0;7
78615002;2012;3;29;15;86;;14;;0;;0;33;21.7;190;19.9;0;0;8
78615002;2012;3;29;16;62;;15;;0;;0;31;20.6;146;19.6;0;0;7
78615002;2012;3;29;17;34;;15;;0;;0;41;17.9;80;18.1;0;0;8
78615002;2012;3;29;18;12;;15;;0;;0;46;15.6;26;16.2;0;0;7
78615002;2012;3;29;19;0;;13;;0;;0;47;13.2;0;14.3;0;0;6
78615002;2012;3;29;20;0;;11;;0;;0;59;12.2;0;13;0;0;6
78615002;2012;3;29;21;0;;14;;0;;0;63;11.5;0;12.2;0;0;6
78615002;2012;3;29;22;0;;13;;0;;0;69;9.5;0;10.4;0;0;7
78615002;2012;3;29;23;0;;6;;0;;0;74;8;0;9.2;0;0;4
78615002;2012;3;29;24;0;;2;;0;;0;75;7.1;0;8.5;0;0;2
78615002;2012;3;30;1;0;;2;;0;;0;73;7.3;0;8.9;0;0;2
78615002;2012;3;30;2;0;;2;;0;;0;75;6.6;0;8.3;0;0;2
78615002;2012;3;30;3;0;;5;;0;;0;80;5.3;0;7.2;0;0;2
78615002;2012;3;30;4;0;;4;;0;;0;84;3.6;0;5.7;0.4;0;2
78615002;2012;3;30;5;0;;5;;0;;0;88;2.9;0;4.8;1;0;2
78615002;2012;3;30;6;2;;4;;0;;0;86;4.5;4;5.3;1;0;2
78615002;2012;3;30;7;18;;5;;0;;0;82;8.9;42;7.1;1;0;3
78615002;2012;3;30;8;42;;5;;0;;0;68;12.5;92;9.7;0.6;0;3
78615002;2012;3;30;9;68;;8;;0;;0;59;16.6;150;12;0;0;4
78615002;2012;3;30;10;90;;5;;0;;0;44;21.8;200;14.8;0;0;4
78615002;2012;3;30;11;110;;7;;0;;0;46;19.2;238;16.1;0;0;6
78615002;2012;3;30;12;114;;8;;0;;0;47;21.9;254;17;0;0;5
78615002;2012;3;30;13;116;;9;;0;;0;48;22.9;256;18.4;0;0;6
78615002;2012;3;30;14;104;;13;;0;;0;47;21.5;232;18.8;0;0;6
78615002;2012;3;30;15;86;;13;;0;;0;44;20.8;196;18.8;0;0;7
78615002;2012;3;30;16;62;;12;;0;;0;48;19.3;140;18.3;0;0;6
78615002;2012;3;30;17;32;;11;;0;;0;52;16.9;78;17.2;0;0;5
78615002;2012;3;30;18;10;;8;;0;;0;65;13;26;14.4;0;0;4
78615002;2012;3;30;19;0;;5;;0;;0;67;11.3;0;13.7;0;0;2
78615002;2012;3;30;20;0;;6;;0;;0;79;9.6;0;10.7;0;0;2
78615002;2012;3;30;21;0;;8;;0;;0;82;9.2;0;10.1;0.6;0;3
78615002;2012;3;30;22;0;;5;;0;;0;80;8.2;0;9.9;1;0;3
78615002;2012;3;30;23;0;;6;;0;;0;87;6.9;0;8.2;1;0;3
78615002;2012;3;30;24;0;;6;;0;;0;90;5.6;0;7;1;0;3
78615002;2012;3;31;1;0;;3;;0;;0;92;5.1;0;6.7;0.3;0.7;2
78615002;2012;3;31;2;0;;3;;0.1;;0;93;5.1;0;6.5;0;1;2
78615002;2012;3;31;3;0;;2;;1;;0;94;3.9;0;5.6;0;1;1
78615002;2012;3;31;4;0;;3;;1;;0;96;4.2;0;5.4;0;1;1
78615002;2012;3;31;5;0;;2;;1;;0;96;5.3;0;5.6;0;1;2
78615002;2012;3;31;6;2;;2;;1;;0;95;5.5;2;5.7;0;1;2
78615002;2012;3;31;7;4;;3;;1;;0;95;6.1;10;6.1;0;1;2
78615002;2012;3;31;8;16;;1;;1;;0;90;9.1;34;7.5;0;1;1
78615002;2012;3;31;9;34;;2;;0.2;;0;84;12.1;70;9.3;1;0;2
78615002;2012;3;31;10;26;;6;;0;;0;83;10.7;54;9.4;1;0;2
78615002;2012;3;31;11;40;;6;;0;;0;80;12.3;84;10.4;0.4;0;4
78615002;2012;3;31;12;40;;12;;0;;0;79;12.3;84;10.8;0.4;0;6
78615002;2012;3;31;13;36;;12;;0;;0;72;12.2;78;11.2;0;0;6
78615002;2012;3;31;14;34;;13;;0;;0;71;12.3;74;11.6;0;0;6
78615002;2012;3;31;15;26;;14;;0;;0;70;12;52;11.5;0;0;6
78615002;2012;3;31;16;18;;15;;0;;0;72;11.4;38;11.1;0;0;7
78615002;2012;3;31;17;12;;14;;0;;0;72;10.9;26;11;0;0;6
78615002;2012;3;31;18;2;;20;;0;;0;71;9.6;6;9.8;0;0;8
78615002;2012;3;31;19;0;;23;;0;;0;71;8.6;0;8.8;0;0;10
78615002;2012;3;31;20;0;;19;;0;;0;69;7.9;0;8.1;0;0;9
78615002;2012;3;31;21;0;;21;;0;;0;70;7.2;0;7.4;0;0;8
78615002;2012;3;31;22;0;;19;;0;;0;64;6.6;0;6.9;0;0;10
78615002;2012;3;31;23;0;;17;;0;;0;65;4.7;0;5.3;0;0;8
78615002;2012;3;31;24;0;;15;;0;;0;75;3.4;0;4;0;0;7
78615002;2012;4;1;1;0;;13;;0;;0;79;2.8;0;3.3;0;0;7
78615002;2012;4;1;2;0;;13;;0;;0;81;2.1;0;2.6;0.7;0;7
78615002;2012;4;1;3;0;;13;;0;;0;85;1.3;0;1.8;1;0;6
78615002;2012;4;1;4;0;;10;;0;;0;88;0.4;0;1;1;0;6
78615002;2012;4;1;5;0;;10;;0;;0;89;0.3;0;0.8;1;0;5
78615002;2012;4;1;6;2;;10;;0;;0;89;0.4;4;0.7;1;0;5
78615002;2012;4;1;7;22;;6;;0;;0;80;3.9;50;2.9;1;0;4
78615002;2012;4;1;8;50;;14;;0;;0;73;6.9;106;4.8;0.1;0;6
78615002;2012;4;1;9;76;;14;;0;;0;61;9.2;170;6.7;0;0;7
78615002;2012;4;1;10;98;;15;;0;;0;55;11.1;218;7.8;0;0;7
78615002;2012;4;1;11;108;;16;;0;;0;51;10.9;238;8.2;0;0;8
78615002;2012;4;1;12;118;;15;;0;;0;43;14.3;258;9.9;0;0;8
78615002;2012;4;1;13;122;;15;;0;;0;39;15.7;272;11.3;0;0;7
78615002;2012;4;1;14;114;;14;;0;;0;35;14.8;252;11.4;0;0;7
78615002;2012;4;1;15;96;;13;;0;;0;33;14.7;212;12.2;0;0;10
78615002;2012;4;1;16;68;;13;;0;;0;34;13.5;158;12;0;0;7
78615002;2012;4;1;17;44;;13;;0;;0;36;12;100;11.9;0;0;6
78615002;2012;4;1;18;14;;11;;0;;0;44;9;36;9.9;0;0;5
78615002;2012;4;1;19;2;;10;;0;;0;50;6.6;2;7.7;0;0;5
78615002;2012;4;1;20;0;;6;;0;;0;55;5.4;0;6.5;0;0;4
78615002;2012;4;1;21;0;;7;;0;;0;63;3.8;0;5.1;0;0;3
78615002;2012;4;1;22;0;;6;;0;;0;61;3;0;5;0;0;2
78615002;2012;4;1;23;0;;5;;0;;0;72;2.1;0;3.6;0;0;3
78615002;2012;4;1;24;0;;7;;0;;0;71;3.1;0;4;0;0;3
78615002;2012;4;2;1;0;;6;;0;;0;69;1.8;0;4.2;0;0;2
78615002;2012;4;2;2;0;;6;;0;;0;77;2.1;0;3.2;0;0;3
78615002;2012;4;2;3;0;;3;;0;;0;73;1.7;0;3.8;0;0;2
78615002;2012;4;2;4;0;;2;;0;;0;77;1;0;3;0;0;1
78615002;2012;4;2;5;0;;3;;0;;0;81;0.5;0;2.1;0.1;0;2
78615002;2012;4;2;6;2;;2;;0;;0;81;1.4;4;2.2;1;0;1
78615002;2012;4;2;7;18;;1;;0;;0;78;6.7;40;4.4;0.3;0;1
78615002;2012;4;2;8;46;;4;;0;;0;69;9.2;98;6.6;0;0;2
78615002;2012;4;2;9;74;;7;;0;;0;59;10.6;162;9.5;0;0;4
78615002;2012;4;2;10;96;;7;;0;;0;42;16.1;210;11.5;0;0;4
78615002;2012;4;2;11;112;;8;;0;;0;35;17.2;248;12.7;0;0;5
78615002;2012;4;2;12;120;;8;;0;;0;32;19;264;13.9;0;0;5
78615002;2012;4;2;13;120;;7;;0;;0;32;20.6;262;14.9;0;0;4
78615002;2012;4;2;14;108;;6;;0;;0;31;20;242;15.4;0;0;5
78615002;2012;4;2;15;90;;7;;0;;0;33;20.1;204;16.1;0;0;5
78615002;2012;4;2;16;66;;5;;0;;0;31;19.5;150;16.4;0;0;4
78615002;2012;4;2;17;38;;5;;0;;0;34;16.4;90;15.6;0;0;3
78615002;2012;4;2;18;14;;6;;0;;0;49;11.2;32;12.4;0;0;3
78615002;2012;4;2;19;0;;5;;0;;0;52;8.5;0;10.5;0;0;2
78615002;2012;4;2;20;0;;4;;0;;0;52;8.1;0;9.9;0;0;3
78615002;2012;4;2;21;0;;2;;0;;0;58;7;0;9;0;0;1
78615002;2012;4;2;22;0;;2;;0;;0;56;6.5;0;9.1;0;0;1
78615002;2012;4;2;23;0;;2;;0;;0;64;5.1;0;7.4;0;0;1
78615002;2012;4;2;24;0;;3;;0;;0;71;3.8;0;5.7;0;0;1
78615002;2012;4;3;1;0;;3;;0;;0;73;3.1;0;5.1;0;0;1
78615002;2012;4;3;2;0;;2;;0;;0;75;2.7;0;4.4;0;0;1
78615002;2012;4;3;3;0;;2;;0;;0;78;2.2;0;3.7;0;0;1
78615002;2012;4;3;4;0;;2;;0;;0;84;0.8;0;2.6;0.7;0;1
78615002;2012;4;3;5;0;;2;;0;;0;84;0.1;0;2.3;1;0;1
78615002;2012;4;3;6;2;;2;;0;;0;87;1.9;6;2.1;1;0;1
78615002;2012;4;3;7;20;;2;;0;;0;82;6.7;40;4.1;1;0;1
78615002;2012;4;3;8;46;;2;;0;;0;73;13.2;102;8.3;0.2;0;2
78615002;2012;4;3;9;74;;2;;0;;0;61;16.7;164;12.2;0;0;2
78615002;2012;4;3;10;98;;4;;0;;0;46;19.6;216;13.9;0;0;3
78615002;2012;4;3;11;114;;5;;0;;0;43;22.3;250;15.9;0;0;4
78615002;2012;4;3;12;120;;5;;0;;0;36;22.4;268;16.3;0;0;4
78615002;2012;4;3;13;106;;9;;0;;0;38;21;230;16.3;0;0;5
78615002;2012;4;3;14;94;;10;;0;;0;35;20.7;218;16.9;0;0;6
78615002;2012;4;3;15;52;;9;;0;;0;40;16.4;116;15.6;0;0;7
78615002;2012;4;3;16;28;;11;;0;;0;45;15;64;15;0;0;5
78615002;2012;4;3;17;12;;9;;0;;0;48;13.5;24;14;0;0;6
78615002;2012;4;3;18;2;;12;;0.6;;2;72;9.8;4;11;0;0;8
78615002;2012;4;3;19;0;;5;;0.5;;0.5;70;8;2;9.8;0;0;3
78615002;2012;4;3;20;0;;7;;0;;0;61;7.9;0;9.4;0;0;3
78615002;2012;4;3;21;0;;5;;0;;0;71;5;0;6.7;0;0;3
78615002;2012;4;3;22;0;;4;;0;;0;72;4;0;6.2;0;0;2
78615002;2012;4;3;23;0;;5;;0;;0;71;3.6;0;5.7;0;0;2
78615002;2012;4;3;24;0;;3;;0;;0;75;3.8;0;5.5;0;0;2
78615002;2012;4;4;1;0;;5;;0;;0;82;2.3;0;4;0.2;0;2
78615002;2012;4;4;2;0;;4;;0;;0;82;3;0;4;1;0;2
78615002;2012;4;4;3;0;;5;;0;;0;80;3.6;0;5;0.5;0;2
78615002;2012;4;4;4;0;;3;;0;;0;86;1.9;0;3.7;0.8;0;2
78615002;2012;4;4;5;0;;2;;0;;0;89;1.5;0;3.3;0.8;0.1;2
78615002;2012;4;4;6;4;;1;;0.2;;0;91;2.8;6;3.3;0.2;0.9;2
78615002;2012;4;4;7;18;;2;;0.6;;0;89;5.5;42;5;0.4;0.5;2
78615002;2012;4;4;8;32;;6;;0;;0;86;9.2;68;7.4;0.8;0.3;3
78615002;2012;4;4;9;70;;8;;0;;0;76;16.6;152;9.8;0.7;0;4
78615002;2012;4;4;10;80;;7;;0;;0;74;13.4;174;10.3;0;0;4
78615002;2012;4;4;11;92;;9;;0;;0;64;13.3;198;11;0;0;5
78615002;2012;4;4;12;62;;12;;0.1;;0;72;10.1;136;9.6;0;0;8
78615002;2012;4;4;13;60;;8;;0.1;;0;64;14;128;11.4;0;0;5
78615002;2012;4;4;14;26;;10;;0;;0;69;10.1;54;9.6;0;0;8
78615002;2012;4;4;15;24;;7;;0;;0.5;64;11.5;48;10.3;0;0;6
78615002;2012;4;4;16;30;;5;;0;;0;61;12.1;62;10.9;0;0;3
78615002;2012;4;4;17;16;;4;;0;;0;69;10.4;34;10.5;0;0;2
78615002;2012;4;4;18;2;;3;;0.1;;0;75;9.2;6;9.9;0;0;2
78615002;2012;4;4;19;0;;1;;1;;0;83;7.8;0;9.4;0;0;2
78615002;2012;4;4;20;0;;5;;1;;0.5;89;7.6;0;8.6;0.7;0.3;3
78615002;2012;4;4;21;0;;2;;0.9;;0;88;7.3;0;8.4;1;0;1
78615002;2012;4;4;22;0;;7;;0.3;;0;88;7.1;0;8.2;1;0;4
78615002;2012;4;4;23;0;;4;;0.8;;0;80;7.5;0;8.6;1;0;4
78615002;2012;4;4;24;0;;7;;0;;0;89;6.4;0;7.1;1;0;4
78615002;2012;4;5;1;0;;5;;0;;0;89;6.1;0;6.8;1;0;3
78615002;2012;4;5;2;0;;7;;0;;0;88;6.1;0;6.8;1;0;3
78615002;2012;4;5;3;0;;7;;0;;0;89;5.2;0;6.1;1;0;3
78615002;2012;4;5;4;0;;3;;0;;0;90;3.8;0;5.4;1;0;2
78615002;2012;4;5;5;0;;3;;0.1;;0;92;3.3;0;5.1;0.2;0.8;2
78615002;2012;4;5;6;2;;3;;1;;0;93;3.9;4;5.6;0;1;2
78615002;2012;4;5;7;18;;4;;1;;0;89;7.3;38;6.5;0;0.9;3
78615002;2012;4;5;8;44;;10;;0.2;;0;86;9.4;96;7.9;1;0;6
78615002;2012;4;5;9;60;;15;;0;;0;85;8.4;132;7.5;1;0;7
78615002;2012;4;5;10;72;;16;;0;;0;78;13.5;162;10;0.8;0;8
78615002;2012;4;5;11;72;;14;;0;;0;73;10.9;162;9.9;0;0;7
78615002;2012;4;5;12;38;;16;;0;;0;74;10.7;80;9.9;0;0;7
78615002;2012;4;5;13;28;;17;;0;;0;76;9.8;58;9.7;0;0;7
78615002;2012;4;5;14;14;;18;;0;;0;76;9.6;30;9.3;0;0;8
78615002;2012;4;5;15;46;;18;;0;;0;74;12;98;10.2;0;0;8
78615002;2012;4;5;16;54;;19;;0;;0;75;10.6;126;9.9;0;0;9
78615002;2012;4;5;17;30;;18;;0;;0;76;9.2;74;9;0;0;8
78615002;2012;4;5;18;8;;14;;0;;0;78;8.3;20;8.4;0;0;7
78615002;2012;4;5;19;2;;16;;0;;0;78;8;2;8.2;0;0;8
78615002;2012;4;5;20;0;;16;;0;;0;78;7.7;0;7.9;0;0;8
78615002;2012;4;5;21;0;;14;;0;;0;78;7.4;0;7.6;0;0;8
78615002;2012;4;5;22;0;;16;;0;;0;78;7;0;7.3;0;0;8
78615002;2012;4;5;23;0;;16;;0;;0;78;6.7;0;6.9;0;0;7
78615002;2012;4;5;24;0;;17;;0;;0;78;5.9;0;6.2;0;0;8
78615002;2012;4;6;1;0;;14;;0;;0;78;5.9;0;6.1;0;0;7
78615002;2012;4;6;2;0;;13;;0;;0;82;4.7;0;5.3;0.5;0;6
78615002;2012;4;6;3;0;;10;;0;;0;85;3.9;0;4.5;1;0;5
78615002;2012;4;6;4;0;;10;;0;;0;87;3.7;0;4.2;1;0;5
78615002;2012;4;6;5;0;;10;;0;;0;89;3.6;0;4;1;0;5
78615002;2012;4;6;6;0;;11;;0;;0;89;4.2;2;4.3;0.7;0.4;5
78615002;2012;4;6;7;12;;13;;0;;0;87;5.7;26;5.1;1;0;6
78615002;2012;4;6;8;28;;15;;0;;0;81;7;64;6.1;1;0;6
78615002;2012;4;6;9;40;;16;;0;;0;75;8.9;90;7.4;0.2;0;7
78615002;2012;4;6;10;60;;13;;0;;0;71;11;132;8.7;0;0;6
78615002;2012;4;6;11;70;;15;;0;;0;66;11.3;160;9.3;0;0;8
78615002;2012;4;6;12;102;;15;;0;;0;60;13.4;228;10.8;0;0;8
78615002;2012;4;6;13;84;;14;;0;;0;54;14.6;186;11.9;0;0;6
78615002;2012;4;6;14;106;;15;;0;;0;50;15.5;240;13;0;0;8
78615002;2012;4;6;15;88;;15;;0;;0;46;14.9;202;13.2;0;0;7
78615002;2012;4;6;16;62;;13;;0;;0;46;14.2;146;13.1;0;0;6
78615002;2012;4;6;17;36;;13;;0;;0;51;12.4;88;12.4;0;0;6
78615002;2012;4;6;18;12;;12;;0;;0;56;9.8;32;10.5;0;0;6
78615002;2012;4;6;19;2;;10;;0;;0;64;7.3;0;8.3;0;0;4
78615002;2012;4;6;20;0;;6;;0;;0;70;5.1;0;7;0;0;3
78615002;2012;4;6;21;0;;6;;0;;0;78;4.5;0;5.8;0;0;3
78615002;2012;4;6;22;0;;9;;0;;0;77;3.7;0;4.7;0.1;0;4
78615002;2012;4;6;23;0;;5;;0;;0;71;2.4;0;3.7;0.1;0;3
78615002;2012;4;6;24;0;;2;;0;;0;59;2.9;0;4.8;0;0;2
78615002;2012;4;7;1;0;;5;;0;;0;63;3.3;0;4.3;0;0;3
78615002;2012;4;7;2;0;;4;;0;;0;78;0.6;0;2.4;0;0;2
78615002;2012;4;7;3;0;;5;;0;;0;81;0.2;0;1.2;0;0;2
78615002;2012;4;7;4;0;;4;;0;;0;84;1;0;1.4;1;0;2
78615002;2012;4;7;5;0;;4;;0;;0;82;1.8;0;2.2;1;0;2
78615002;2012;4;7;6;2;;3;;0;;0;82;3.2;6;2.8;1;0;2
78615002;2012;4;7;7;12;;5;;0;;0;80;5.1;26;4.1;0.4;0;2
78615002;2012;4;7;8;30;;6;;0;;0;78;9;66;5.7;0.1;0;2
78615002;2012;4;7;9;70;;4;;0;;0;71;13.6;150;9.1;0;0;3
78615002;2012;4;7;10;52;;10;;0;;0;67;10.4;116;9.3;0;0;7
78615002;2012;4;7;11;52;;9;;0;;0;64;11.5;114;10.3;0;0;6
78615002;2012;4;7;12;84;;8;;0;;0;55;14.3;182;12.2;0;0;6
78615002;2012;4;7;13;58;;13;;0;;0;57;15.2;126;12.7;0;0;6
78615002;2012;4;7;14;68;;14;;0;;0;55;13.4;146;12.5;0;0;8
78615002;2012;4;7;15;48;;18;;0;;0;54;12.6;104;12.2;0;0;8
78615002;2012;4;7;16;32;;18;;0;;0;62;12;68;11.8;0;0;8
78615002;2012;4;7;17;10;;19;;0.1;;0;67;10;20;10.2;0;0;10
78615002;2012;4;7;18;6;;19;;0;;0;67;9.1;14;9.3;0;0;8
78615002;2012;4;7;19;0;;15;;0;;0;67;8.1;2;8.4;0;0;7
78615002;2012;4;7;20;0;;13;;0;;0;67;7.2;0;7.6;0;0;6
78615002;2012;4;7;21;0;;14;;0;;0;64;7.1;0;7.4;0;0;8
78615002;2012;4;7;22;0;;19;;0;;0;63;5.5;0;6;0;0;8
78615002;2012;4;7;23;0;;10;;0;;0;76;3;0;3.7;0;0;7
78615002;2012;4;7;24;0;;8;;0;;0;77;1.2;0;2.5;0;0;5
78615002;2012;4;8;1;0;;6;;0;;0;77;0.6;0;1.7;0;0;2
78615002;2012;4;8;2;0;;6;;0;;0;77;0.9;0;2;0;0;3
78615002;2012;4;8;3;0;;5;;0;;0;83;-1.5;0;0.5;0.3;0;3
78615002;2012;4;8;4;0;;3;;0;;0;85;-1.7;0;0.1;1;0;2
78615002;2012;4;8;5;0;;3;;0;;0;88;-2.3;0;0.1;1;0;1
78615002;2012;4;8;6;6;;3;;0;;0;84;1;8;0.5;1;0;1
78615002;2012;4;8;7;28;;4;;0.5;;0;80;6;60;3.2;0.9;0;2
78615002;2012;4;8;8;54;;4;;0;;0;57;9.8;118;6.5;0;0;2
78615002;2012;4;8;9;62;;4;;0;;0;53;9.4;136;7;0;0;3
78615002;2012;4;8;10;50;;3;;0;;0;52;10.4;106;7.5;0;0;3
78615002;2012;4;8;11;58;;4;;0;;0;48;11.2;124;8.1;0;0;2
78615002;2012;4;8;12;70;;5;;0;;0;47;13.7;152;9;0;0;4
78615002;2012;4;8;13;80;;8;;0;;0;46;13;172;10.1;0;0;4
78615002;2012;4;8;14;70;;8;;0;;0;49;13.2;152;10.7;0;0;5
78615002;2012;4;8;15;38;;11;;0;;0;53;9.6;76;9.9;0;0;7
78615002;2012;4;8;16;22;;12;;0.4;;0;62;9.5;46;9.2;0;0;6
78615002;2012;4;8;17;8;;11;;0;;0;62;9.7;20;9.7;0;0;6
78615002;2012;4;8;18;4;;9;;0;;0;67;8.7;8;9.5;0;0;5
78615002;2012;4;8;19;0;;12;;0;;0;70;8.8;0;9.2;0;0;6
78615002;2012;4;8;20;0;;12;;0.4;;0;79;7.5;0;8.5;0;0;6
78615002;2012;4;8;21;0;;12;;1;;0;83;7.8;0;8.3;0.7;0;6
78615002;2012;4;8;22;0;;13;;0;;0;80;8.4;0;8.7;0.6;0;7
78615002;2012;4;8;23;0;;10;;0;;0;82;8.5;0;8.8;0.6;0;6
78615002;2012;4;8;24;0;;15;;0;;0;84;8.5;0;8.9;1;0;8
78615002;2012;4;9;1;0;;15;;0;;0;87;8.5;0;8.8;1;0;7
78615002;2012;4;9;2;0;;10;;0;;0;87;8.6;0;8.9;1;0;5
78615002;2012;4;9;3;0;;9;;0;;0;86;9;0;9.2;1;0;5
78615002;2012;4;9;4;0;;13;;0;;0;85;9;0;9.2;1;0;7
78615002;2012;4;9;5;0;;12;;0;;0;86;8.7;0;9;1;0;6
78615002;2012;4;9;6;2;;11;;0;;0;86;9;6;9.1;1;0;6
78615002;2012;4;9;7;8;;12;;0;;0;85;9.7;18;9.5;1;0;6
78615002;2012;4;9;8;16;;15;;0;;0;83;10.7;30;10;1;0;7
78615002;2012;4;9;9;26;;17;;0;;0;76;11.3;54;10.5;0.6;0;8
78615002;2012;4;9;10;52;;19;;0;;0;72;12.7;110;11.4;0;0;9
78615002;2012;4;9;11;34;;21;;0;;0;70;12.6;72;11.5;0;0;10
78615002;2012;4;9;12;48;;20;;0;;0;70;12.8;98;11.7;0;0;10
78615002;2012;4;9;13;38;;23;;0;;0;72;12.7;74;11.6;0;0;13
78615002;2012;4;9;14;34;;21;;0.5;;0;84;10.6;68;11;0.4;0;11
78615002;2012;4;9;15;30;;18;;1;;0.5;85;10.3;60;11.1;1;0;10
78615002;2012;4;9;16;24;;16;;1;;0.5;87;10.1;48;11.1;1;0;10
78615002;2012;4;9;17;10;;18;;1;;0;85;9.5;20;10.7;1;0;10
78615002;2012;4;9;18;4;;22;;1;;0.5;86;9.1;12;10.3;1;0;10
78615002;2012;4;9;19;2;;20;;1;;0;84;9;0;10.1;1;0;10
78615002;2012;4;9;20;0;;22;;1;;0.5;86;8.6;0;9.8;1;0;10
78615002;2012;4;9;21;0;;20;;1;;0.5;85;8.2;0;9.5;1;0;11
78615002;2012;4;9;22;0;;20;;1;;0.5;87;8.1;0;9.2;1;0;10
78615002;2012;4;9;23;0;;20;;1;;0.5;82;8.5;0;9.5;1;0;12
78615002;2012;4;9;24;0;;22;;0.9;;0;77;9.3;0;9.8;0.5;0;11
78615002;2012;4;10;1;0;;21;;0;;0;76;9.3;0;9.7;0;0;10
78615002;2012;4;10;2;0;;21;;0;;0;75;9.2;0;9.5;0;0;10
78615002;2012;4;10;3;0;;21;;0;;0;76;9.3;0;9.6;0;0;12
78615002;2012;4;10;4;0;;21;;0;;0;82;8.7;0;9;0.3;0;10
78615002;2012;4;10;5;0;;20;;0;;0;82;8.5;0;8.9;1;0;9
78615002;2012;4;10;6;0;;19;;0.4;;0;91;7.7;4;8.4;1;0;10
78615002;2012;4;10;7;10;;19;;1;;0;87;8.8;18;9.2;0.4;0.6;9
78615002;2012;4;10;8;14;;17;;1;;0.5;93;8.9;30;9.2;0.3;0.6;9
78615002;2012;4;10;9;28;;18;;1;;0.5;91;9.9;58;10;0;1;9
78615002;2012;4;10;10;30;;16;;0.8;;0;89;10;60;10.5;0.3;0.7;9
78615002;2012;4;10;11;30;;15;;1;;0.5;85;9.9;60;10.4;1;0.1;8
78615002;2012;4;10;12;34;;10;;1;;0.5;87;9.9;68;10.1;1;0;6
78615002;2012;4;10;13;30;;10;;1;;1;88;10;60;10;1;0;6
78615002;2012;4;10;14;26;;10;;1;;0.5;94;8.5;50;8.7;0.7;0.3;5
78615002;2012;4;10;15;12;;11;;1;;0;88;7.7;24;8.1;0.6;0.3;6
78615002;2012;4;10;16;28;;8;;1;;0.5;84;9;58;8.7;1;0;6
78615002;2012;4;10;17;12;;9;;1;;0.5;82;7.6;24;7.9;0.7;0;5
78615002;2012;4;10;18;12;;4;;1;;0;81;7.3;26;7.7;0.3;0;2
78615002;2012;4;10;19;0;;6;;1;;0;90;6.5;2;7.2;0.9;0.1;4
78615002;2012;4;10;20;0;;11;;1;;0.5;83;5.7;0;6.9;1;0;7
78615002;2012;4;10;21;0;;8;;1;;0;90;5.5;0;6.1;0.9;0.2;4
78615002;2012;4;10;22;0;;12;;1;;0;89;4.8;0;5.4;1;0;6
78615002;2012;4;10;23;0;;11;;1;;0;90;4.3;0;5;1;0;5
78615002;2012;4;10;24;0;;10;;1;;0;91;3.6;0;4.3;0.1;0.8;5
78615002;2012;4;11;1;0;;9;;1;;0;91;3.1;0;3.8;0;1;4
78615002;2012;4;11;2;0;;4;;1;;0;90;2.4;0;3.7;0.1;0.9;4
78615002;2012;4;11;3;0;;3;;1;;0;89;2.9;0;3.8;0.5;0.5;2
78615002;2012;4;11;4;0;;4;;1;;0;91;3.8;0;4.1;0.1;0.9;4
78615002;2012;4;11;5;0;;7;;1;;0;92;3.8;0;4.1;0;1;4
78615002;2012;4;11;6;6;;11;;1;;0;93;4.4;12;4.3;0;1;7
78615002;2012;4;11;7;26;;15;;1;;0;90;6.4;58;5.4;0.1;0.9;7
78615002;2012;4;11;8;56;;12;;0.2;;0;83;9.7;120;6.9;0.9;0.1;6
78615002;2012;4;11;9;66;;13;;0;;0;78;10.8;146;8.4;0.9;0;6
78615002;2012;4;11;10;76;;17;;0;;0;76;10.1;166;8.8;0;0;8
